index,PredicMistral,PredicLLAMA,PredicGemma
333,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
334,"{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'NEUTRAL', 'confidence': 0.4}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
335,"{'sentiment': 'POSITIVE', 'confidence': 0.99}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
336,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
337,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
338,"{'sentiment': 'NEGATIVE', 'confidence': 0.98}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
339,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.85}"
340,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
341,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
342,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
343,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
344,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
345,"{'sentiment': 'NEGATIVE', 'confidence': 1}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
346,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
347,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
348,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
349,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEUTRAL', 'confidence': 0.75}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
350,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
351,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'NEUTRAL', 'confidence': 0.6}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
352,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
353,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
354,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.3}","{'sentiment': 'POSITIVE', 'confidence': 1}"
355,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
356,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
357,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'NEUTRAL', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
358,"{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
359,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
360,"{'sentiment': 'NEUTRAL', 'confidence': 0.65}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
361,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
362,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
363,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
364,"{'sentiment': 'NEGATIVE', 'confidence': 0.75}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
365,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
366,"{'sentiment': 'POSITIVE', 'confidence': 0.75}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
367,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'NEUTRAL', 'confidence': 0.2}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
368,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
369,"{'sentiment': 'NEUTRAL', 'confidence': 0.75}","{'sentiment': 'NEGATIVE', 'confidence': 0.4}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}"
370,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
371,"{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
372,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
373,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
374,"{'sentiment': 'NEGATIVE', 'confidence': 0.98}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
375,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'NEUTRAL', 'confidence': 0.75}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
376,"{'sentiment': 'NEUTRAL', 'confidence': 0.65}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
377,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'Neutral', 'confidence': 0.5}"
378,"{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
379,"{'sentiment': 'NEGATIVE', 'confidence': 0.85}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
380,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.99}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
381,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
382,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
383,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
384,"{'sentiment': 'NEUTRAL', 'confidence': 0.97}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.75}"
385,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
386,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.98}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
387,"{'sentiment': 'NEUTRAL', 'confidence': 0.85}","{'sentiment': 'NEUTRAL', 'confidence': 0.6}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
388,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.99}","{'sentiment': 'Neutral', 'confidence': 0.5}"
389,"{'sentiment': 'NEUTRAL', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}"
390,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
391,"{'sentiment': 'POSITIVE', 'confidence': 0.83}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
392,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.98}"
393,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
394,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.85}"
395,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
396,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.85}"
397,"{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
398,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
399,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
400,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
401,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
402,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.85}"
403,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
404,"{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
405,"{'sentiment': 'NEGATIVE', 'confidence': 0.85}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
406,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
407,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
408,"{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
409,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
410,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
411,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
412,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
413,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEUTRAL', 'confidence': 0.2}","{'sentiment': 'POSITIVE', 'confidence': 1}"
414,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
415,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
416,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
417,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
418,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
419,"{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}"
420,"{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
421,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
422,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}"
423,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
424,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
425,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
426,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
427,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
428,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
429,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
430,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
431,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
432,"{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
433,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
434,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
435,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
436,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
437,"{'sentiment': 'NEGATIVE', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
438,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
439,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
440,"{'sentiment': 'NEUTRAL', 'confidence': 0.65}","{'sentiment': 'NEUTRAL', 'confidence': 0.2}","{'sentiment': 'NEUTRAL', 'confidence': 0.7}"
441,"{'sentiment': 'NEGATIVE', 'confidence': 0.85}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.35}"
442,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.95}"
443,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
444,"{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
445,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.85}"
446,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
447,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
448,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
449,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
450,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
451,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
452,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
453,"{'sentiment': 'NEUTRAL', 'confidence': 0.65}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
454,"{'sentiment': 'NEUTRAL', 'confidence': 0.75}","{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
455,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
456,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
457,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
458,"{'sentiment': 'NEGATIVE', 'confidence': 0.6}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
459,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
460,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
461,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
462,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
463,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'Positive', 'confidence': 1}"
464,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
465,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
466,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
467,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'NEUTRAL', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
468,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
469,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'Negative', 'confidence': 0.8}"
470,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
471,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEUTRAL', 'confidence': 0.67}","{'sentiment': 'Neutral', 'confidence': 0.5}"
472,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}"
473,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.85}"
474,"{'sentiment': 'POSITIVE', 'confidence': 0.6}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}"
475,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
476,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
477,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
478,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.98}"
479,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
480,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.75}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
481,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
482,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
483,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
484,"{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
485,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
486,"{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
487,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.75}"
488,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
